,Stat_checking_acc,Duration_months,Credit_history,Purpose,Credit_amount,Savings_bonds,Duration_of_employment,Installment_pct_annual_income,Marital_status__and_sex,Other_debtors,Resident_since,Property,Age,Other_plans,Housing,Num_existing_credits,Job,num_liable,Has_phone,Foreign_Worker,Class
206,0.0,12,critical,furniture_equipment,1935,56.0,9.0,4,male,none,4,real_estate,43,none,rent,3,skilled,1,1,1,1
207,68.0,12,critical,domestic_appliances,1424,38.0,5.0,4,male,none,3,life_insurance,26,none,rent,1,skilled,1,0,1,1
208,-81.0,24,paid_back_duly,business,6568,50.0,1.0,2,male,none,2,car_or_other,21,stores,rent,1,unskilled,1,0,1,1
209,0.0,12,paid_back_duly,car_used,1413,5395.0,4.0,3,male,none,2,life_insurance,55,none,rent,1,skilled,1,0,0,1
210,0.0,9,critical,radio_tv,3074,0.0,1.0,1,male,none,2,real_estate,33,none,rent,2,skilled,2,0,1,1
211,0.0,36,paid_back_duly,radio_tv,3835,0.0,13.0,2,fem,none,4,real_estate,45,none,rent,1,unskilled,1,1,1,1
212,-115.0,27,paid_back_duly,business,5293,53.0,0.0,2,male,none,4,life_insurance,50,stores,rent,2,skilled,1,1,1,2
213,320.0,30,delayed_pay,business,1908,39.0,14.0,4,male,none,4,real_estate,66,none,rent,1,skilled,1,1,1,2
214,0.0,36,critical,radio_tv,3342,0.0,10.0,4,male,none,2,car_or_other,51,none,rent,1,skilled,1,1,1,1
215,132.0,6,critical,retraining,932,0.0,6.0,1,fem,none,3,life_insurance,39,none,rent,2,unskilled,1,0,1,1
216,-82.0,18,paid_back_duly,business,3104,49.0,7.0,3,male,none,1,life_insurance,31,bank,rent,1,skilled,1,1,1,1
217,200.0,36,paid_back_duly,radio_tv,3913,49.0,1.0,2,male,none,2,real_estate,23,none,rent,1,skilled,1,1,1,1
218,-116.0,24,paid_back_duly,furniture_equipment,3021,63.0,1.0,2,male,none,2,real_estate,24,none,own/free,1,unskilled,1,0,1,1
219,0.0,10,paid_back_duly,car_new,1364,40.0,1.0,2,fem,none,4,car_or_other,64,none,rent,1,skilled,1,1,1,1
220,135.0,12,paid_back_duly,radio_tv,625,38.0,0.0,4,male,guarantor,1,real_estate,26,bank,rent,1,unskilled,1,0,1,1
221,-88.0,12,paid_back_duly,education,1200,0.0,2.0,4,fem,none,4,life_insurance,23,bank,own/free,1,skilled,1,1,1,1
222,0.0,12,paid_back_duly,radio_tv,707,63.0,1.0,4,male,none,2,real_estate,30,bank,rent,2,skilled,1,0,1,1
223,1.0,24,delayed_pay,business,2978,0.0,2.0,4,male,none,4,real_estate,32,none,rent,2,skilled,2,1,1,1
224,0.0,15,paid_back_duly,car_used,4657,58.0,1.0,3,male,none,2,car_or_other,30,none,rent,1,skilled,1,1,1,1
225,1.0,36,paid_back_duly,repairs,2613,24.0,4.0,4,male,none,2,car_or_other,27,none,rent,2,skilled,1,0,1,1
226,86.0,48,paid_back_duly,radio_tv,10961,5201.0,4.0,1,male,co-app,2,unknown_or_none,27,bank,rent,2,skilled,1,1,1,2
227,-94.0,12,paid_back_duly,furniture_equipment,7865,53.0,11.0,4,male,none,4,unknown_or_none,53,none,own/free,1,skilled,1,1,1,2
228,0.0,9,paid_back_duly,radio_tv,1478,48.0,5.0,4,male,none,2,car_or_other,22,none,rent,1,skilled,1,0,1,2
229,-93.0,24,paid_back_duly,furniture_equipment,3149,54.0,0.0,4,male,none,1,unknown_or_none,22,bank,own/free,1,skilled,1,0,1,1
230,496.0,36,paid_back_duly,radio_tv,4210,52.0,2.0,4,male,none,2,car_or_other,26,none,rent,1,skilled,1,0,1,2
231,0.0,9,paid_back_duly,car_new,2507,808.0,11.0,2,male,none,4,unknown_or_none,51,none,own/free,1,unskilled,1,0,1,1
232,0.0,12,paid_back_duly,radio_tv,2141,313.0,6.0,3,male,none,1,unknown_or_none,35,none,rent,1,skilled,1,0,1,1
233,56.0,18,paid_back_duly,radio_tv,866,55.0,3.0,4,male,guarantor,2,real_estate,25,none,rent,1,unskilled,1,0,1,1
234,0.0,4,critical,radio_tv,1544,43.0,6.0,2,male,none,1,real_estate,42,none,rent,3,unskilled,2,0,1,1
235,-107.0,24,paid_back_duly,radio_tv,1823,66.0,0.0,4,male,none,2,car_or_other,30,stores,rent,1,skilled,2,0,1,2
236,98.0,6,paid_back_duly,car_new,14555,0.0,0.0,1,male,none,2,life_insurance,23,none,rent,1,unskilled,1,1,1,2
237,97.0,21,paid_back_duly,business,2767,259.0,13.0,4,male,none,2,car_or_other,61,bank,own/free,2,unskilled,1,0,1,2
238,0.0,12,critical,radio_tv,1291,48.0,1.0,4,fem,none,2,life_insurance,35,none,rent,2,skilled,1,0,1,1
239,-104.0,30,paid_back_duly,radio_tv,2522,60.0,10.0,1,male,guarantor,3,life_insurance,39,none,rent,1,skilled,2,0,1,1
240,-96.0,24,paid_back_duly,car_new,915,0.0,15.0,4,fem,none,2,car_or_other,29,bank,rent,1,skilled,1,0,1,2
241,0.0,6,paid_back_duly,radio_tv,1595,59.0,6.0,3,male,none,2,life_insurance,51,none,rent,1,skilled,2,0,1,1
242,-113.0,48,paid_back_duly,car_used,4605,44.0,12.0,3,male,none,4,unknown_or_none,24,none,own/free,2,skilled,2,0,1,2
243,0.0,12,critical,business,1185,29.0,1.0,3,fem,none,2,real_estate,27,none,rent,2,skilled,1,0,1,1
244,0.0,12,paid_back_duly,retraining,3447,767.0,2.0,4,fem,none,3,real_estate,35,none,rent,1,unskilled,2,0,1,1
245,0.0,24,paid_back_duly,business,1258,74.0,7.0,4,male,none,1,real_estate,25,none,rent,1,skilled,1,1,1,1
246,0.0,12,critical,radio_tv,717,59.0,10.0,4,male,none,4,real_estate,52,none,rent,3,skilled,1,0,1,1
247,0.0,6,paid_back_duly,car_new,1204,274.0,3.0,4,male,none,1,unknown_or_none,35,bank,own/free,1,skilled,1,0,0,1
248,610.0,24,paid_back_duly,furniture_equipment,1925,44.0,1.0,2,male,none,2,real_estate,26,none,rent,1,skilled,1,0,1,1
249,0.0,18,paid_back_duly,radio_tv,433,38.0,0.0,3,fem,co-app,4,real_estate,22,none,own/free,1,skilled,1,0,1,2
250,-94.0,6,critical,car_new,666,5585.0,6.0,3,fem,none,4,real_estate,39,none,rent,2,unskilled,1,1,1,1
251,533.0,12,paid_back_duly,furniture_equipment,2251,42.0,2.0,1,fem,none,2,car_or_other,46,none,rent,1,unskilled,1,0,1,1
252,101.0,30,paid_back_duly,car_new,2150,54.0,1.0,4,fem,guarantor,2,unknown_or_none,24,bank,rent,1,skilled,1,0,1,2
253,0.0,24,delayed_pay,furniture_equipment,4151,230.0,1.0,2,male,none,3,life_insurance,35,none,rent,2,skilled,1,0,1,1
254,113.0,9,paid_back_duly,furniture_equipment,2030,0.0,5.0,2,male,none,1,car_or_other,24,none,rent,1,skilled,1,1,1,1
255,99.0,60,delayed_pay,radio_tv,7418,0.0,1.0,1,male,none,1,real_estate,27,none,rent,1,unskilled,1,0,1,1
256,0.0,24,critical,radio_tv,2684,66.0,2.0,4,male,none,2,real_estate,35,none,rent,2,unskilled,1,0,1,1
257,-104.0,12,paid_back_duly,radio_tv,2149,37.0,2.0,4,male,none,1,unknown_or_none,29,none,own/free,1,skilled,1,0,1,2
258,0.0,15,paid_back_duly,car_used,3812,346.0,0.0,1,fem,none,4,car_or_other,23,none,rent,1,skilled,1,1,1,1
259,0.0,11,critical,radio_tv,1154,213.0,0.0,4,fem,none,4,real_estate,57,none,rent,3,unskilled,1,0,1,1
260,-120.0,12,paid_back_duly,furniture_equipment,1657,51.0,1.0,2,male,none,2,real_estate,27,none,rent,1,skilled,1,0,1,1
261,-132.0,24,paid_back_duly,radio_tv,1603,73.0,11.0,4,fem,none,4,car_or_other,55,none,rent,1,skilled,1,0,1,1
262,-104.0,18,critical,car_new,5302,51.0,15.0,2,male,none,4,unknown_or_none,36,none,own/free,3,skilled,1,1,1,1
263,0.0,12,critical,education,2748,48.0,14.0,2,fem,none,4,unknown_or_none,57,bank,own/free,3,unskilled,1,0,1,1
264,0.0,10,critical,car_new,1231,45.0,12.0,3,male,none,4,real_estate,32,none,rent,2,unskilled,2,0,0,1
265,115.0,15,paid_back_duly,radio_tv,802,63.0,10.0,4,male,none,3,car_or_other,37,none,rent,1,skilled,2,0,1,2
266,0.0,36,critical,business,6304,0.0,7.0,4,male,none,4,real_estate,36,none,rent,2,skilled,1,0,1,1
267,0.0,24,paid_back_duly,radio_tv,1533,60.0,0.0,4,fem,none,3,car_or_other,38,stores,rent,1,skilled,1,1,1,1
268,-96.0,14,paid_back_duly,car_new,8978,70.0,11.0,1,male,none,4,life_insurance,45,none,rent,1,skilled,1,1,0,2
269,0.0,24,paid_back_duly,radio_tv,999,0.0,11.0,4,male,none,2,car_or_other,25,none,rent,2,skilled,1,0,1,1
270,0.0,18,paid_back_duly,car_new,2662,0.0,7.0,4,male,none,3,life_insurance,32,none,rent,1,skilled,1,0,0,1
271,0.0,12,critical,furniture_equipment,1402,712.0,6.0,3,fem,none,4,car_or_other,37,none,own/free,1,skilled,1,1,1,1
272,63.0,48,paid_back_duly,car_new,12169,0.0,0.0,4,male,co-app,4,unknown_or_none,36,none,own/free,1,skilled,1,1,1,1
273,106.0,48,paid_back_duly,radio_tv,3060,64.0,4.0,4,male,none,4,real_estate,28,none,rent,2,skilled,1,0,1,2
274,-97.0,30,paid_back_duly,repairs,11998,48.0,0.0,1,male,none,1,unknown_or_none,34,none,rent,1,unskilled,1,1,1,2
275,0.0,9,paid_back_duly,radio_tv,2697,39.0,1.0,1,male,none,2,real_estate,32,none,rent,1,skilled,2,0,1,1
276,0.0,18,critical,radio_tv,2404,67.0,1.0,2,fem,none,2,car_or_other,26,none,rent,2,skilled,1,0,1,1
277,-89.0,12,paid_back_duly,furniture_equipment,1262,0.0,9.0,2,male,none,4,life_insurance,49,none,rent,1,unskilled,1,1,1,1
278,0.0,6,paid_back_duly,furniture_equipment,4611,48.0,0.0,1,fem,none,4,life_insurance,32,none,rent,1,skilled,1,0,1,2
279,0.0,24,paid_back_duly,radio_tv,1901,189.0,2.0,4,male,none,4,car_or_other,29,none,own/free,1,skilled,1,1,1,1
280,0.0,15,critical,car_used,3368,5296.0,14.0,3,male,none,4,unknown_or_none,23,none,own/free,2,skilled,1,1,1,1
281,0.0,12,paid_back_duly,furniture_equipment,1574,47.0,2.0,4,male,none,2,real_estate,50,none,rent,1,skilled,1,0,1,1
282,476.0,18,paid_back_duly,radio_tv,1445,0.0,5.0,4,male,none,4,car_or_other,49,bank,rent,1,unskilled,1,0,1,1
283,0.0,15,critical,furniture_equipment,1520,0.0,11.0,4,male,none,4,life_insurance,63,none,rent,1,skilled,1,0,1,1
284,130.0,24,critical,car_new,3878,295.0,0.0,4,male,none,2,car_or_other,37,none,rent,1,skilled,1,1,1,1
285,-120.0,47,paid_back_duly,car_new,10722,62.0,0.0,1,fem,none,1,real_estate,35,none,rent,1,unskilled,1,1,1,1
286,-98.0,48,paid_back_duly,car_used,4788,28.0,5.0,4,male,none,3,life_insurance,26,none,rent,1,skilled,2,0,1,1
287,83.0,48,delayed_pay,others,7582,197.0,0.0,2,male,none,4,unknown_or_none,31,none,own/free,1,skilled,1,1,1,1
288,125.0,12,paid_back_duly,radio_tv,1092,47.0,3.0,4,fem,guarantor,4,real_estate,49,none,rent,2,skilled,1,1,1,1
289,-112.0,24,delayed_pay,radio_tv,1024,30.0,0.0,4,male,none,4,real_estate,48,stores,rent,1,skilled,1,0,1,2
290,0.0,12,paid_back_duly,business,1076,79.0,1.0,2,male,none,2,real_estate,26,none,rent,1,skilled,1,1,0,1
291,52.0,36,paid_back_duly,car_used,9398,45.0,0.0,1,male,none,4,car_or_other,28,none,own/free,1,skilled,1,1,1,2
292,-124.0,24,critical,car_used,6419,63.0,12.0,2,fem,none,4,unknown_or_none,44,none,own/free,2,skilled,2,1,1,1
293,584.0,42,critical,car_used,4796,75.0,9.0,4,male,none,4,unknown_or_none,56,none,own/free,1,skilled,1,0,1,1
294,0.0,48,critical,business,7629,0.0,14.0,4,male,none,2,car_or_other,46,bank,rent,2,skilled,2,0,1,1
295,106.0,48,paid_back_duly,furniture_equipment,9960,56.0,0.0,1,fem,none,2,car_or_other,26,none,rent,1,skilled,1,1,1,2
296,1.0,12,paid_back_duly,car_used,4675,0.0,0.0,1,fem,none,4,car_or_other,20,none,own/free,1,skilled,1,0,1,1
297,0.0,10,paid_back_duly,car_new,1287,0.0,12.0,4,male,co-app,2,life_insurance,45,none,rent,1,unskilled,1,0,0,1
298,0.0,18,paid_back_duly,furniture_equipment,2515,81.0,2.0,3,male,none,4,real_estate,43,none,rent,1,skilled,1,1,1,1
299,123.0,21,critical,furniture_equipment,2745,4764.0,6.0,3,male,none,2,car_or_other,32,none,rent,2,skilled,1,1,1,1
300,0.0,6,paid_back_duly,car_new,672,45.0,0.0,1,fem,none,4,real_estate,54,none,rent,1,unskilled,1,1,1,1
301,85.0,36,paid_back_duly,radio_tv,3804,52.0,2.0,4,fem,none,1,car_or_other,42,none,rent,1,skilled,1,1,1,2
302,576.0,24,critical,car_new,1344,0.0,4.0,4,male,none,2,real_estate,37,bank,rent,2,unskilled,2,0,1,2
303,-73.0,10,critical,car_new,1038,59.0,4.0,4,male,co-app,3,life_insurance,49,none,rent,2,skilled,1,1,1,1
304,0.0,48,critical,car_new,10127,692.0,2.0,2,male,none,2,unknown_or_none,44,bank,own/free,1,skilled,1,0,1,2
305,0.0,6,paid_back_duly,furniture_equipment,1543,6579.0,1.0,4,male,none,2,real_estate,33,none,rent,1,skilled,1,0,1,1
306,0.0,30,paid_back_duly,car_used,4811,0.0,4.0,2,fem,none,4,life_insurance,24,stores,own/free,1,unskilled,1,0,1,1
307,-114.0,12,paid_back_duly,radio_tv,727,202.0,0.0,4,male,none,3,unknown_or_none,33,none,rent,1,unskilled,1,1,1,2
308,139.0,8,paid_back_duly,furniture_equipment,1237,22.0,1.0,3,fem,none,4,real_estate,24,none,rent,1,skilled,1,0,1,2
309,66.0,9,paid_back_duly,car_new,276,45.0,1.0,4,male,none,4,real_estate,22,none,own/free,1,unskilled,1,0,1,1
310,126.0,48,paid_back_duly,others,5381,0.0,0.0,3,male,none,4,unknown_or_none,40,bank,own/free,1,unskilled,1,1,1,1
311,0.0,24,paid_back_duly,furniture_equipment,5511,398.0,1.0,4,male,none,1,car_or_other,25,stores,rent,1,skilled,1,0,1,1
312,487.0,24,paid_back_duly,furniture_equipment,3749,50.0,0.0,2,fem,none,4,car_or_other,26,none,rent,1,skilled,1,0,1,1
313,104.0,12,paid_back_duly,car_new,685,35.0,5.0,2,male,none,3,car_or_other,25,bank,rent,1,unskilled,1,0,1,2
314,631.0,4,paid_back_duly,car_new,1494,0.0,0.0,1,male,none,2,real_estate,29,none,rent,1,unskilled,2,0,0,1
315,-114.0,36,paid_back_duly,furniture_equipment,2746,35.0,10.0,4,male,none,4,car_or_other,31,bank,rent,1,skilled,1,0,1,2
316,-93.0,12,paid_back_duly,furniture_equipment,708,60.0,3.0,2,male,guarantor,3,life_insurance,38,none,rent,1,unskilled,2,0,1,1
317,86.0,24,paid_back_duly,furniture_equipment,4351,0.0,2.0,1,fem,none,4,life_insurance,48,none,rent,1,unskilled,1,1,1,1
318,1.0,12,critical,education,701,64.0,1.0,4,male,none,2,car_or_other,32,none,rent,2,skilled,1,0,1,1
319,-108.0,15,delayed_pay,furniture_equipment,3643,59.0,9.0,1,fem,none,4,life_insurance,27,none,rent,2,unskilled,1,0,1,1
320,119.0,30,critical,car_new,4249,78.0,0.0,4,male,none,2,car_or_other,28,none,rent,2,skilled,1,0,1,2
321,-103.0,24,paid_back_duly,radio_tv,1938,63.0,0.0,4,male,none,3,life_insurance,32,none,rent,1,skilled,1,0,1,2
322,-106.0,24,paid_back_duly,car_used,2910,36.0,6.0,2,male,none,1,unknown_or_none,34,none,own/free,1,skilled,1,1,1,1
323,-91.0,18,paid_back_duly,furniture_equipment,2659,6384.0,1.0,4,male,none,2,car_or_other,28,none,rent,1,skilled,1,0,1,1
324,0.0,18,critical,car_new,1028,59.0,1.0,4,fem,none,3,real_estate,36,none,rent,2,skilled,1,0,1,1
325,-98.0,8,critical,car_new,3398,31.0,6.0,1,male,none,4,real_estate,39,none,rent,2,unskilled,1,0,0,1
326,0.0,12,critical,furniture_equipment,5801,0.0,10.0,2,male,none,4,life_insurance,49,none,own/free,1,skilled,1,1,1,1
327,0.0,24,paid_back_duly,car_new,1525,4129.0,5.0,4,fem,none,3,car_or_other,34,none,rent,1,skilled,2,1,1,1
328,550.0,36,paid_back_duly,radio_tv,4473,67.0,11.0,4,male,none,2,car_or_other,31,none,rent,1,skilled,1,0,1,1
329,86.0,6,paid_back_duly,radio_tv,1068,63.0,13.0,4,male,none,4,car_or_other,28,none,rent,1,skilled,2,0,1,1
330,-110.0,24,critical,car_used,6615,51.0,0.0,2,male,none,4,unknown_or_none,75,none,own/free,2,skilled,1,1,1,1
331,0.0,18,critical,education,1864,286.0,2.0,4,fem,none,2,real_estate,30,none,rent,2,skilled,1,0,1,2
332,122.0,60,paid_back_duly,car_new,7408,247.0,0.0,4,fem,none,2,life_insurance,24,none,rent,1,skilled,1,0,1,2
333,0.0,48,critical,car_used,11590,245.0,3.0,2,fem,none,4,car_or_other,24,bank,own/free,2,unskilled,1,0,1,2
334,-82.0,24,paid_back_duly,furniture_equipment,4110,19.0,15.0,3,male,none,4,unknown_or_none,23,bank,own/free,2,skilled,2,0,1,2
335,-93.0,6,critical,furniture_equipment,3384,31.0,4.0,1,male,none,4,real_estate,44,none,own/free,1,skilled,1,1,1,2
336,138.0,13,paid_back_duly,radio_tv,2101,42.0,0.0,2,fem,guarantor,4,life_insurance,23,none,rent,1,unskilled,1,0,1,1
337,-94.0,15,paid_back_duly,domestic_appliances,1275,0.0,2.0,4,fem,none,2,car_or_other,24,none,own/free,1,skilled,1,0,1,2
338,-100.0,24,paid_back_duly,furniture_equipment,4169,58.0,1.0,4,male,none,4,life_insurance,28,none,rent,1,skilled,1,0,1,1
339,78.0,10,paid_back_duly,furniture_equipment,1521,33.0,2.0,4,male,none,2,car_or_other,31,none,rent,1,unskilled,1,0,1,1
340,112.0,24,critical,education,5743,65.0,0.0,2,fem,none,4,unknown_or_none,24,none,own/free,2,skilled,1,1,1,1
341,-95.0,21,paid_back_duly,furniture_equipment,3599,84.0,5.0,1,fem,none,4,car_or_other,26,none,own/free,1,unskilled,1,0,1,1
342,49.0,18,paid_back_duly,radio_tv,3213,805.0,0.0,1,male,none,3,real_estate,25,none,own/free,1,skilled,1,0,1,1
343,89.0,18,paid_back_duly,business,4439,63.0,9.0,1,male,co-app,1,real_estate,33,bank,rent,1,skilled,1,1,1,1
344,556.0,10,paid_back_duly,car_new,3949,41.0,0.0,1,male,guarantor,1,life_insurance,37,none,rent,1,unskilled,2,0,1,1
345,0.0,15,critical,radio_tv,1459,37.0,2.0,4,fem,none,2,car_or_other,43,none,rent,1,unskilled,1,0,1,1
346,145.0,13,critical,radio_tv,882,52.0,0.0,4,male,guarantor,4,real_estate,23,none,rent,2,skilled,1,0,1,1
347,142.0,24,paid_back_duly,radio_tv,3758,702.0,0.0,1,fem,none,4,unknown_or_none,23,none,own/free,1,unskilled,1,0,1,1
348,0.0,6,delayed_pay,business,1743,266.0,1.0,1,male,none,2,real_estate,34,none,rent,2,unskilled,1,0,1,1
349,142.0,9,critical,education,1136,4942.0,11.0,4,male,none,3,unknown_or_none,32,none,own/free,2,skilled,2,0,1,2
350,0.0,9,paid_back_duly,domestic_appliances,1236,48.0,0.0,1,fem,none,4,real_estate,23,none,own/free,1,skilled,1,1,1,1
351,93.0,9,paid_back_duly,furniture_equipment,959,32.0,1.0,1,fem,none,2,car_or_other,29,none,rent,1,skilled,1,0,0,2
352,0.0,18,critical,car_used,3229,0.0,0.0,2,male,none,4,unknown_or_none,38,none,rent,1,skilled,1,1,1,1
353,-107.0,12,paid_back_duly,radio_tv,6199,41.0,3.0,4,male,none,2,life_insurance,28,none,own/free,2,skilled,1,1,1,2
354,1.0,10,paid_back_duly,education,727,650.0,11.0,4,male,none,4,unknown_or_none,46,none,own/free,1,skilled,1,1,1,1
355,61.0,24,paid_back_duly,car_new,1246,61.0,0.0,4,male,none,2,real_estate,23,stores,rent,1,unskilled,1,0,1,2
356,0.0,12,critical,radio_tv,2331,0.0,16.0,1,male,co-app,4,real_estate,49,none,rent,1,skilled,1,1,1,1
357,0.0,36,delayed_pay,radio_tv,4463,33.0,2.0,4,male,none,2,car_or_other,26,none,rent,2,skilled,1,1,1,2
358,1.0,12,paid_back_duly,radio_tv,776,59.0,1.0,4,male,none,2,real_estate,28,none,rent,1,skilled,1,0,1,1
359,-100.0,30,paid_back_duly,furniture_equipment,2406,28.0,6.0,4,fem,none,4,real_estate,23,none,own/free,1,skilled,1,0,1,2
360,75.0,18,paid_back_duly,education,1239,0.0,1.0,4,male,none,4,unknown_or_none,61,none,own/free,1,skilled,1,0,1,1
361,439.0,12,paid_back_duly,radio_tv,3399,0.0,14.0,2,male,none,3,car_or_other,37,none,rent,1,skilled,1,0,1,1
362,535.0,12,delayed_pay,car_new,2247,54.0,3.0,2,fem,none,2,car_or_other,36,stores,rent,2,skilled,1,1,1,1
363,0.0,6,paid_back_duly,furniture_equipment,1766,62.0,1.0,1,male,none,2,life_insurance,21,none,own/free,1,skilled,1,0,1,1
364,-99.0,18,paid_back_duly,furniture_equipment,2473,37.0,0.0,4,male,none,1,car_or_other,25,none,rent,1,unskilled,1,0,1,2
365,1.0,12,paid_back_duly,business,1542,43.0,4.0,2,male,none,4,car_or_other,36,none,rent,1,skilled,1,1,1,1
366,1.0,18,critical,car_used,3850,55.0,6.0,3,male,none,1,car_or_other,27,none,rent,2,skilled,1,0,1,1
367,-125.0,18,paid_back_duly,furniture_equipment,3650,33.0,0.0,1,fem,none,4,car_or_other,22,none,own/free,1,skilled,1,0,1,1
368,-112.0,36,paid_back_duly,furniture_equipment,3446,20.0,15.0,4,male,none,2,car_or_other,42,none,rent,1,skilled,2,0,1,2
369,60.0,18,paid_back_duly,furniture_equipment,3001,53.0,7.0,2,fem,none,4,real_estate,40,none,own/free,1,skilled,1,0,1,1
370,0.0,36,paid_back_duly,car_new,3079,0.0,3.0,4,male,none,4,real_estate,36,none,rent,1,skilled,1,0,1,1
371,1.0,18,critical,radio_tv,6070,57.0,8.0,3,male,none,4,car_or_other,33,none,rent,2,skilled,1,1,1,1
372,0.0,10,critical,furniture_equipment,2146,57.0,0.0,1,fem,none,3,real_estate,23,none,own/free,2,skilled,1,0,1,1
373,0.0,60,critical,car_new,13756,0.0,9.0,2,male,none,4,unknown_or_none,63,bank,own/free,1,skilled,1,1,1,1
374,108.0,60,paid_back_duly,others,14782,212.0,9.0,3,fem,none,4,unknown_or_none,60,bank,own/free,2,skilled,1,1,1,2
375,-95.0,48,paid_back_duly,business,7685,40.0,5.0,2,fem,guarantor,4,car_or_other,37,none,own/free,1,skilled,1,0,1,2
376,0.0,18,delayed_pay,radio_tv,2320,23.0,0.0,2,male,none,3,real_estate,34,none,rent,2,skilled,1,0,1,1
377,0.0,7,delayed_pay,radio_tv,846,0.0,11.0,3,male,none,4,unknown_or_none,36,none,own/free,1,skilled,1,0,1,1
378,69.0,36,paid_back_duly,car_new,14318,21.0,9.0,4,male,none,2,unknown_or_none,57,none,own/free,1,skilled,1,1,1,2
379,0.0,6,critical,car_new,362,275.0,1.0,4,fem,none,4,car_or_other,52,none,rent,2,unskilled,1,0,1,1
380,-107.0,20,paid_back_duly,furniture_equipment,2212,0.0,5.0,4,male,none,4,car_or_other,39,none,rent,1,skilled,1,1,1,1
381,85.0,18,paid_back_duly,car_used,12976,45.0,0.0,3,fem,none,4,unknown_or_none,38,none,own/free,1,skilled,1,1,1,2
382,0.0,22,paid_back_duly,car_new,1283,0.0,6.0,4,fem,none,4,life_insurance,25,none,own/free,1,skilled,1,0,1,1
383,420.0,12,paid_back_duly,car_new,1330,43.0,0.0,4,male,none,1,real_estate,26,none,rent,1,skilled,1,0,1,1
384,0.0,30,delayed_pay,business,4272,292.0,2.0,2,male,none,2,life_insurance,26,none,rent,2,unskilled,1,0,1,1
385,0.0,18,critical,radio_tv,2238,44.0,2.0,2,fem,none,1,car_or_other,25,none,rent,2,skilled,1,0,1,1
386,0.0,18,paid_back_duly,radio_tv,1126,0.0,0.0,4,fem,none,2,real_estate,21,none,own/free,1,skilled,1,1,1,1
387,70.0,18,critical,furniture_equipment,7374,48.0,0.0,4,male,none,4,life_insurance,40,stores,rent,2,skilled,1,1,1,1
388,86.0,15,critical,business,2326,712.0,1.0,2,male,none,4,car_or_other,27,bank,rent,1,skilled,1,0,1,1
389,0.0,9,paid_back_duly,business,1449,62.0,5.0,3,fem,none,2,car_or_other,27,none,rent,2,skilled,1,0,1,1
390,0.0,18,paid_back_duly,car_new,1820,59.0,2.0,2,male,none,2,life_insurance,30,none,rent,1,skilled,1,1,1,1
391,89.0,12,paid_back_duly,furniture_equipment,983,7409.0,0.0,1,fem,none,4,real_estate,19,none,own/free,1,unskilled,1,0,1,1
392,-84.0,36,paid_back_duly,car_new,3249,48.0,7.0,2,male,none,4,unknown_or_none,39,bank,own/free,1,skilled,2,1,1,1
393,-91.0,6,critical,radio_tv,1957,59.0,5.0,1,fem,none,4,car_or_other,31,none,rent,1,skilled,1,0,1,1
394,0.0,9,critical,furniture_equipment,2406,38.0,0.0,2,male,none,3,car_or_other,31,none,rent,1,skilled,1,0,1,1
395,79.0,39,delayed_pay,education,11760,278.0,6.0,2,male,none,3,unknown_or_none,32,none,own/free,1,skilled,1,1,1,1
396,-74.0,12,paid_back_duly,furniture_equipment,2578,61.0,0.0,3,fem,none,4,unknown_or_none,55,none,own/free,1,skilled,1,0,1,1
397,-83.0,36,critical,furniture_equipment,2348,57.0,2.0,3,male,none,2,life_insurance,46,none,rent,2,skilled,1,1,1,1
398,122.0,12,paid_back_duly,car_new,1223,35.0,13.0,1,male,none,1,real_estate,46,none,own/free,2,skilled,1,0,1,2
399,0.0,24,critical,radio_tv,1516,5094.0,1.0,4,fem,none,1,real_estate,43,none,rent,2,unskilled,1,0,1,1
400,0.0,18,paid_back_duly,radio_tv,1473,67.0,0.0,3,male,none,4,real_estate,39,none,rent,1,skilled,1,1,1,1
401,77.0,18,critical,business,1887,0.0,1.0,4,male,none,4,real_estate,28,bank,rent,2,skilled,1,0,1,1
402,0.0,24,delayed_pay,business,8648,28.0,0.0,2,male,none,2,car_or_other,27,bank,rent,2,skilled,1,1,1,2
403,0.0,14,delayed_pay,car_new,802,68.0,1.0,4,male,none,2,car_or_other,27,none,rent,2,unskilled,1,0,1,1
404,65.0,18,delayed_pay,car_new,2899,0.0,11.0,4,male,none,4,car_or_other,43,none,rent,1,skilled,2,0,1,1
405,54.0,24,paid_back_duly,radio_tv,2039,96.0,0.0,1,male,none,1,life_insurance,22,none,rent,1,skilled,1,1,1,2
406,0.0,24,critical,car_used,2197,0.0,6.0,4,male,none,4,car_or_other,43,none,rent,2,skilled,2,1,1,1
407,-90.0,15,paid_back_duly,radio_tv,1053,61.0,0.0,4,male,none,2,real_estate,27,none,rent,1,skilled,1,0,0,1
408,0.0,24,paid_back_duly,radio_tv,3235,742.0,13.0,3,male,none,2,car_or_other,26,none,rent,1,skilled,1,1,1,1
409,554.0,12,critical,car_new,939,681.0,5.0,4,male,none,2,real_estate,28,none,rent,3,skilled,1,1,1,2
410,105.0,24,paid_back_duly,radio_tv,1967,42.0,11.0,4,fem,none,4,car_or_other,20,none,rent,1,skilled,1,1,1,1
411,0.0,33,critical,car_used,7253,53.0,5.0,3,male,none,2,car_or_other,35,none,rent,2,skilled,1,1,1,1
