Unnamed: 0,Stat_checking_acc,Duration_months,Credit_history,Purpose,Credit_amount,Savings_bonds,Duration_of_employment,Installment_pct_annual_income,Marital_status__and_sex,Other_debtors,Resident_since,Property,Age,Other_plans,Housing,Num_existing_credits,Job,num_liable,Has_phone,Foreign_Worker,Class,dem_cluster,Class_cat
207,68,12,critical,domestic_appliances,1424,38,5,4,male,none,3,life_insurance,26,none,rent,1,skilled,1,0,1,1,B,Good
208,-81,24,paid_back_duly,business,6568,50,1,2,male,none,2,car_or_other,21,stores,rent,1,unskilled,1,0,1,1,B,Good
209,0,12,paid_back_duly,car_used,1413,5395,4,3,male,none,2,life_insurance,55,none,rent,1,skilled,1,0,0,1,D,Good
210,0,9,critical,radio_tv,3074,0,1,1,male,none,2,real_estate,33,none,rent,2,skilled,2,0,1,1,B,Good
211,0,36,paid_back_duly,radio_tv,3835,0,13,2,fem,none,4,real_estate,45,none,rent,1,unskilled,1,1,1,1,C,Good
212,-115,27,paid_back_duly,business,5293,53,0,2,male,none,4,life_insurance,50,stores,rent,2,skilled,1,1,1,2,B,Bad
213,320,30,delayed_pay,business,1908,39,14,4,male,none,4,real_estate,66,none,rent,1,skilled,1,1,1,2,C,Bad
214,0,36,critical,radio_tv,3342,0,10,4,male,none,2,car_or_other,51,none,rent,1,skilled,1,1,1,1,C,Good
215,132,6,critical,retraining,932,0,6,1,fem,none,3,life_insurance,39,none,rent,2,unskilled,1,0,1,1,C,Good
216,-82,18,paid_back_duly,business,3104,49,7,3,male,none,1,life_insurance,31,bank,rent,1,skilled,1,1,1,1,B,Good
217,200,36,paid_back_duly,radio_tv,3913,49,1,2,male,none,2,real_estate,23,none,rent,1,skilled,1,1,1,1,B,Good
218,-116,24,paid_back_duly,furniture_equipment,3021,63,1,2,male,none,2,real_estate,24,none,own/free,1,unskilled,1,0,1,1,B,Good
219,0,10,paid_back_duly,car_new,1364,40,1,2,fem,none,4,car_or_other,64,none,rent,1,skilled,1,1,1,1,C,Good
220,135,12,paid_back_duly,radio_tv,625,38,0,4,male,guarantor,1,real_estate,26,bank,rent,1,unskilled,1,0,1,1,B,Good
221,-88,12,paid_back_duly,education,1200,0,2,4,fem,none,4,life_insurance,23,bank,own/free,1,skilled,1,1,1,1,B,Good
222,0,12,paid_back_duly,radio_tv,707,63,1,4,male,none,2,real_estate,30,bank,rent,2,skilled,1,0,1,1,B,Good
223,1,24,delayed_pay,business,2978,0,2,4,male,none,4,real_estate,32,none,rent,2,skilled,2,1,1,1,B,Good
224,0,15,paid_back_duly,car_used,4657,58,1,3,male,none,2,car_or_other,30,none,rent,1,skilled,1,1,1,1,B,Good
225,1,36,paid_back_duly,repairs,2613,24,4,4,male,none,2,car_or_other,27,none,rent,2,skilled,1,0,1,1,B,Good
226,86,48,paid_back_duly,radio_tv,10961,5201,4,1,male,co-app,2,unknown_or_none,27,bank,rent,2,skilled,1,1,1,2,D,Bad
227,-94,12,paid_back_duly,furniture_equipment,7865,53,11,4,male,none,4,unknown_or_none,53,none,own/free,1,skilled,1,1,1,2,C,Bad
228,0,9,paid_back_duly,radio_tv,1478,48,5,4,male,none,2,car_or_other,22,none,rent,1,skilled,1,0,1,2,B,Bad
229,-93,24,paid_back_duly,furniture_equipment,3149,54,0,4,male,none,1,unknown_or_none,22,bank,own/free,1,skilled,1,0,1,1,B,Good
230,496,36,paid_back_duly,radio_tv,4210,52,2,4,male,none,2,car_or_other,26,none,rent,1,skilled,1,0,1,2,A,Bad
231,0,9,paid_back_duly,car_new,2507,808,11,2,male,none,4,unknown_or_none,51,none,own/free,1,unskilled,1,0,1,1,C,Good
232,0,12,paid_back_duly,radio_tv,2141,313,6,3,male,none,1,unknown_or_none,35,none,rent,1,skilled,1,0,1,1,B,Good
233,56,18,paid_back_duly,radio_tv,866,55,3,4,male,guarantor,2,real_estate,25,none,rent,1,unskilled,1,0,1,1,B,Good
234,0,4,critical,radio_tv,1544,43,6,2,male,none,1,real_estate,42,none,rent,3,unskilled,2,0,1,1,C,Good
235,-107,24,paid_back_duly,radio_tv,1823,66,0,4,male,none,2,car_or_other,30,stores,rent,1,skilled,2,0,1,2,B,Bad
236,98,6,paid_back_duly,car_new,14555,0,0,1,male,none,2,life_insurance,23,none,rent,1,unskilled,1,1,1,2,B,Bad
237,97,21,paid_back_duly,business,2767,259,13,4,male,none,2,car_or_other,61,bank,own/free,2,unskilled,1,0,1,2,C,Bad
238,0,12,critical,radio_tv,1291,48,1,4,fem,none,2,life_insurance,35,none,rent,2,skilled,1,0,1,1,B,Good
239,-104,30,paid_back_duly,radio_tv,2522,60,10,1,male,guarantor,3,life_insurance,39,none,rent,1,skilled,2,0,1,1,C,Good
240,-96,24,paid_back_duly,car_new,915,0,15,4,fem,none,2,car_or_other,29,bank,rent,1,skilled,1,0,1,2,C,Bad
241,0,6,paid_back_duly,radio_tv,1595,59,6,3,male,none,2,life_insurance,51,none,rent,1,skilled,2,0,1,1,C,Good
242,-113,48,paid_back_duly,car_used,4605,44,12,3,male,none,4,unknown_or_none,24,none,own/free,2,skilled,2,0,1,2,C,Bad
243,0,12,critical,business,1185,29,1,3,fem,none,2,real_estate,27,none,rent,2,skilled,1,0,1,1,B,Good
244,0,12,paid_back_duly,retraining,3447,767,2,4,fem,none,3,real_estate,35,none,rent,1,unskilled,2,0,1,1,B,Good
245,0,24,paid_back_duly,business,1258,74,7,4,male,none,1,real_estate,25,none,rent,1,skilled,1,1,1,1,B,Good
246,0,12,critical,radio_tv,717,59,10,4,male,none,4,real_estate,52,none,rent,3,skilled,1,0,1,1,C,Good
247,0,6,paid_back_duly,car_new,1204,274,3,4,male,none,1,unknown_or_none,35,bank,own/free,1,skilled,1,0,0,1,B,Good
248,610,24,paid_back_duly,furniture_equipment,1925,44,1,2,male,none,2,real_estate,26,none,rent,1,skilled,1,0,1,1,A,Good
249,0,18,paid_back_duly,radio_tv,433,38,0,3,fem,co-app,4,real_estate,22,none,own/free,1,skilled,1,0,1,2,B,Bad
250,-94,6,critical,car_new,666,5585,6,3,fem,none,4,real_estate,39,none,rent,2,unskilled,1,1,1,1,D,Good
251,533,12,paid_back_duly,furniture_equipment,2251,42,2,1,fem,none,2,car_or_other,46,none,rent,1,unskilled,1,0,1,1,A,Good
252,101,30,paid_back_duly,car_new,2150,54,1,4,fem,guarantor,2,unknown_or_none,24,bank,rent,1,skilled,1,0,1,2,B,Bad
253,0,24,delayed_pay,furniture_equipment,4151,230,1,2,male,none,3,life_insurance,35,none,rent,2,skilled,1,0,1,1,B,Good
254,113,9,paid_back_duly,furniture_equipment,2030,0,5,2,male,none,1,car_or_other,24,none,rent,1,skilled,1,1,1,1,B,Good
255,99,60,delayed_pay,radio_tv,7418,0,1,1,male,none,1,real_estate,27,none,rent,1,unskilled,1,0,1,1,B,Good
256,0,24,critical,radio_tv,2684,66,2,4,male,none,2,real_estate,35,none,rent,2,unskilled,1,0,1,1,B,Good
257,-104,12,paid_back_duly,radio_tv,2149,37,2,4,male,none,1,unknown_or_none,29,none,own/free,1,skilled,1,0,1,2,B,Bad
258,0,15,paid_back_duly,car_used,3812,346,0,1,fem,none,4,car_or_other,23,none,rent,1,skilled,1,1,1,1,B,Good
259,0,11,critical,radio_tv,1154,213,0,4,fem,none,4,real_estate,57,none,rent,3,unskilled,1,0,1,1,C,Good
260,-120,12,paid_back_duly,furniture_equipment,1657,51,1,2,male,none,2,real_estate,27,none,rent,1,skilled,1,0,1,1,B,Good
261,-132,24,paid_back_duly,radio_tv,1603,73,11,4,fem,none,4,car_or_other,55,none,rent,1,skilled,1,0,1,1,C,Good
262,-104,18,critical,car_new,5302,51,15,2,male,none,4,unknown_or_none,36,none,own/free,3,skilled,1,1,1,1,C,Good
263,0,12,critical,education,2748,48,14,2,fem,none,4,unknown_or_none,57,bank,own/free,3,unskilled,1,0,1,1,C,Good
264,0,10,critical,car_new,1231,45,12,3,male,none,4,real_estate,32,none,rent,2,unskilled,2,0,0,1,C,Good
265,115,15,paid_back_duly,radio_tv,802,63,10,4,male,none,3,car_or_other,37,none,rent,1,skilled,2,0,1,2,C,Bad
266,0,36,critical,business,6304,0,7,4,male,none,4,real_estate,36,none,rent,2,skilled,1,0,1,1,C,Good
267,0,24,paid_back_duly,radio_tv,1533,60,0,4,fem,none,3,car_or_other,38,stores,rent,1,skilled,1,1,1,1,B,Good
268,-96,14,paid_back_duly,car_new,8978,70,11,1,male,none,4,life_insurance,45,none,rent,1,skilled,1,1,0,2,C,Bad
269,0,24,paid_back_duly,radio_tv,999,0,11,4,male,none,2,car_or_other,25,none,rent,2,skilled,1,0,1,1,C,Good
270,0,18,paid_back_duly,car_new,2662,0,7,4,male,none,3,life_insurance,32,none,rent,1,skilled,1,0,0,1,B,Good
271,0,12,critical,furniture_equipment,1402,712,6,3,fem,none,4,car_or_other,37,none,own/free,1,skilled,1,1,1,1,C,Good
272,63,48,paid_back_duly,car_new,12169,0,0,4,male,co-app,4,unknown_or_none,36,none,own/free,1,skilled,1,1,1,1,B,Good
273,106,48,paid_back_duly,radio_tv,3060,64,4,4,male,none,4,real_estate,28,none,rent,2,skilled,1,0,1,2,B,Bad
274,-97,30,paid_back_duly,repairs,11998,48,0,1,male,none,1,unknown_or_none,34,none,rent,1,unskilled,1,1,1,2,B,Bad
275,0,9,paid_back_duly,radio_tv,2697,39,1,1,male,none,2,real_estate,32,none,rent,1,skilled,2,0,1,1,B,Good
276,0,18,critical,radio_tv,2404,67,1,2,fem,none,2,car_or_other,26,none,rent,2,skilled,1,0,1,1,B,Good
277,-89,12,paid_back_duly,furniture_equipment,1262,0,9,2,male,none,4,life_insurance,49,none,rent,1,unskilled,1,1,1,1,C,Good
278,0,6,paid_back_duly,furniture_equipment,4611,48,0,1,fem,none,4,life_insurance,32,none,rent,1,skilled,1,0,1,2,B,Bad
279,0,24,paid_back_duly,radio_tv,1901,189,2,4,male,none,4,car_or_other,29,none,own/free,1,skilled,1,1,1,1,B,Good
280,0,15,critical,car_used,3368,5296,14,3,male,none,4,unknown_or_none,23,none,own/free,2,skilled,1,1,1,1,D,Good
281,0,12,paid_back_duly,furniture_equipment,1574,47,2,4,male,none,2,real_estate,50,none,rent,1,skilled,1,0,1,1,B,Good
282,476,18,paid_back_duly,radio_tv,1445,0,5,4,male,none,4,car_or_other,49,bank,rent,1,unskilled,1,0,1,1,A,Good
283,0,15,critical,furniture_equipment,1520,0,11,4,male,none,4,life_insurance,63,none,rent,1,skilled,1,0,1,1,C,Good
284,130,24,critical,car_new,3878,295,0,4,male,none,2,car_or_other,37,none,rent,1,skilled,1,1,1,1,B,Good
285,-120,47,paid_back_duly,car_new,10722,62,0,1,fem,none,1,real_estate,35,none,rent,1,unskilled,1,1,1,1,B,Good
286,-98,48,paid_back_duly,car_used,4788,28,5,4,male,none,3,life_insurance,26,none,rent,1,skilled,2,0,1,1,B,Good
287,83,48,delayed_pay,others,7582,197,0,2,male,none,4,unknown_or_none,31,none,own/free,1,skilled,1,1,1,1,B,Good
288,125,12,paid_back_duly,radio_tv,1092,47,3,4,fem,guarantor,4,real_estate,49,none,rent,2,skilled,1,1,1,1,C,Good
289,-112,24,delayed_pay,radio_tv,1024,30,0,4,male,none,4,real_estate,48,stores,rent,1,skilled,1,0,1,2,B,Bad
290,0,12,paid_back_duly,business,1076,79,1,2,male,none,2,real_estate,26,none,rent,1,skilled,1,1,0,1,B,Good
291,52,36,paid_back_duly,car_used,9398,45,0,1,male,none,4,car_or_other,28,none,own/free,1,skilled,1,1,1,2,B,Bad
292,-124,24,critical,car_used,6419,63,12,2,fem,none,4,unknown_or_none,44,none,own/free,2,skilled,2,1,1,1,C,Good
293,584,42,critical,car_used,4796,75,9,4,male,none,4,unknown_or_none,56,none,own/free,1,skilled,1,0,1,1,A,Good
294,0,48,critical,business,7629,0,14,4,male,none,2,car_or_other,46,bank,rent,2,skilled,2,0,1,1,C,Good
295,106,48,paid_back_duly,furniture_equipment,9960,56,0,1,fem,none,2,car_or_other,26,none,rent,1,skilled,1,1,1,2,B,Bad
296,1,12,paid_back_duly,car_used,4675,0,0,1,fem,none,4,car_or_other,20,none,own/free,1,skilled,1,0,1,1,B,Good
297,0,10,paid_back_duly,car_new,1287,0,12,4,male,co-app,2,life_insurance,45,none,rent,1,unskilled,1,0,0,1,C,Good
298,0,18,paid_back_duly,furniture_equipment,2515,81,2,3,male,none,4,real_estate,43,none,rent,1,skilled,1,1,1,1,B,Good
299,123,21,critical,furniture_equipment,2745,4764,6,3,male,none,2,car_or_other,32,none,rent,2,skilled,1,1,1,1,D,Good
300,0,6,paid_back_duly,car_new,672,45,0,1,fem,none,4,real_estate,54,none,rent,1,unskilled,1,1,1,1,B,Good
301,85,36,paid_back_duly,radio_tv,3804,52,2,4,fem,none,1,car_or_other,42,none,rent,1,skilled,1,1,1,2,B,Bad
302,576,24,critical,car_new,1344,0,4,4,male,none,2,real_estate,37,bank,rent,2,unskilled,2,0,1,2,A,Bad
303,-73,10,critical,car_new,1038,59,4,4,male,co-app,3,life_insurance,49,none,rent,2,skilled,1,1,1,1,C,Good
304,0,48,critical,car_new,10127,692,2,2,male,none,2,unknown_or_none,44,bank,own/free,1,skilled,1,0,1,2,B,Bad
305,0,6,paid_back_duly,furniture_equipment,1543,6579,1,4,male,none,2,real_estate,33,none,rent,1,skilled,1,0,1,1,D,Good
306,0,30,paid_back_duly,car_used,4811,0,4,2,fem,none,4,life_insurance,24,stores,own/free,1,unskilled,1,0,1,1,B,Good
307,-114,12,paid_back_duly,radio_tv,727,202,0,4,male,none,3,unknown_or_none,33,none,rent,1,unskilled,1,1,1,2,B,Bad
308,139,8,paid_back_duly,furniture_equipment,1237,22,1,3,fem,none,4,real_estate,24,none,rent,1,skilled,1,0,1,2,B,Bad
309,66,9,paid_back_duly,car_new,276,45,1,4,male,none,4,real_estate,22,none,own/free,1,unskilled,1,0,1,1,B,Good
310,126,48,paid_back_duly,others,5381,0,0,3,male,none,4,unknown_or_none,40,bank,own/free,1,unskilled,1,1,1,1,B,Good
311,0,24,paid_back_duly,furniture_equipment,5511,398,1,4,male,none,1,car_or_other,25,stores,rent,1,skilled,1,0,1,1,B,Good
312,487,24,paid_back_duly,furniture_equipment,3749,50,0,2,fem,none,4,car_or_other,26,none,rent,1,skilled,1,0,1,1,A,Good
313,104,12,paid_back_duly,car_new,685,35,5,2,male,none,3,car_or_other,25,bank,rent,1,unskilled,1,0,1,2,B,Bad
314,631,4,paid_back_duly,car_new,1494,0,0,1,male,none,2,real_estate,29,none,rent,1,unskilled,2,0,0,1,A,Good
315,-114,36,paid_back_duly,furniture_equipment,2746,35,10,4,male,none,4,car_or_other,31,bank,rent,1,skilled,1,0,1,2,C,Bad
316,-93,12,paid_back_duly,furniture_equipment,708,60,3,2,male,guarantor,3,life_insurance,38,none,rent,1,unskilled,2,0,1,1,B,Good
317,86,24,paid_back_duly,furniture_equipment,4351,0,2,1,fem,none,4,life_insurance,48,none,rent,1,unskilled,1,1,1,1,B,Good
318,1,12,critical,education,701,64,1,4,male,none,2,car_or_other,32,none,rent,2,skilled,1,0,1,1,B,Good
319,-108,15,delayed_pay,furniture_equipment,3643,59,9,1,fem,none,4,life_insurance,27,none,rent,2,unskilled,1,0,1,1,B,Good
320,119,30,critical,car_new,4249,78,0,4,male,none,2,car_or_other,28,none,rent,2,skilled,1,0,1,2,B,Bad
321,-103,24,paid_back_duly,radio_tv,1938,63,0,4,male,none,3,life_insurance,32,none,rent,1,skilled,1,0,1,2,B,Bad
322,-106,24,paid_back_duly,car_used,2910,36,6,2,male,none,1,unknown_or_none,34,none,own/free,1,skilled,1,1,1,1,B,Good
323,-91,18,paid_back_duly,furniture_equipment,2659,6384,1,4,male,none,2,car_or_other,28,none,rent,1,skilled,1,0,1,1,D,Good
324,0,18,critical,car_new,1028,59,1,4,fem,none,3,real_estate,36,none,rent,2,skilled,1,0,1,1,B,Good
325,-98,8,critical,car_new,3398,31,6,1,male,none,4,real_estate,39,none,rent,2,unskilled,1,0,0,1,C,Good
326,0,12,critical,furniture_equipment,5801,0,10,2,male,none,4,life_insurance,49,none,own/free,1,skilled,1,1,1,1,C,Good
327,0,24,paid_back_duly,car_new,1525,4129,5,4,fem,none,3,car_or_other,34,none,rent,1,skilled,2,1,1,1,D,Good
328,550,36,paid_back_duly,radio_tv,4473,67,11,4,male,none,2,car_or_other,31,none,rent,1,skilled,1,0,1,1,A,Good
329,86,6,paid_back_duly,radio_tv,1068,63,13,4,male,none,4,car_or_other,28,none,rent,1,skilled,2,0,1,1,C,Good
330,-110,24,critical,car_used,6615,51,0,2,male,none,4,unknown_or_none,75,none,own/free,2,skilled,1,1,1,1,C,Good
331,0,18,critical,education,1864,286,2,4,fem,none,2,real_estate,30,none,rent,2,skilled,1,0,1,2,B,Bad
332,122,60,paid_back_duly,car_new,7408,247,0,4,fem,none,2,life_insurance,24,none,rent,1,skilled,1,0,1,2,B,Bad
333,0,48,critical,car_used,11590,245,3,2,fem,none,4,car_or_other,24,bank,own/free,2,unskilled,1,0,1,2,B,Bad
334,-82,24,paid_back_duly,furniture_equipment,4110,19,15,3,male,none,4,unknown_or_none,23,bank,own/free,2,skilled,2,0,1,2,C,Bad
335,-93,6,critical,furniture_equipment,3384,31,4,1,male,none,4,real_estate,44,none,own/free,1,skilled,1,1,1,2,C,Bad
336,138,13,paid_back_duly,radio_tv,2101,42,0,2,fem,guarantor,4,life_insurance,23,none,rent,1,unskilled,1,0,1,1,B,Good
337,-94,15,paid_back_duly,domestic_appliances,1275,0,2,4,fem,none,2,car_or_other,24,none,own/free,1,skilled,1,0,1,2,B,Bad
338,-100,24,paid_back_duly,furniture_equipment,4169,58,1,4,male,none,4,life_insurance,28,none,rent,1,skilled,1,0,1,1,B,Good
339,78,10,paid_back_duly,furniture_equipment,1521,33,2,4,male,none,2,car_or_other,31,none,rent,1,unskilled,1,0,1,1,B,Good
340,112,24,critical,education,5743,65,0,2,fem,none,4,unknown_or_none,24,none,own/free,2,skilled,1,1,1,1,B,Good
341,-95,21,paid_back_duly,furniture_equipment,3599,84,5,1,fem,none,4,car_or_other,26,none,own/free,1,unskilled,1,0,1,1,B,Good
342,49,18,paid_back_duly,radio_tv,3213,805,0,1,male,none,3,real_estate,25,none,own/free,1,skilled,1,0,1,1,B,Good
343,89,18,paid_back_duly,business,4439,63,9,1,male,co-app,1,real_estate,33,bank,rent,1,skilled,1,1,1,1,C,Good
344,556,10,paid_back_duly,car_new,3949,41,0,1,male,guarantor,1,life_insurance,37,none,rent,1,unskilled,2,0,1,1,A,Good
345,0,15,critical,radio_tv,1459,37,2,4,fem,none,2,car_or_other,43,none,rent,1,unskilled,1,0,1,1,B,Good
346,145,13,critical,radio_tv,882,52,0,4,male,guarantor,4,real_estate,23,none,rent,2,skilled,1,0,1,1,B,Good
347,142,24,paid_back_duly,radio_tv,3758,702,0,1,fem,none,4,unknown_or_none,23,none,own/free,1,unskilled,1,0,1,1,B,Good
348,0,6,delayed_pay,business,1743,266,1,1,male,none,2,real_estate,34,none,rent,2,unskilled,1,0,1,1,B,Good
349,142,9,critical,education,1136,4942,11,4,male,none,3,unknown_or_none,32,none,own/free,2,skilled,2,0,1,2,D,Bad
350,0,9,paid_back_duly,domestic_appliances,1236,48,0,1,fem,none,4,real_estate,23,none,own/free,1,skilled,1,1,1,1,B,Good
351,93,9,paid_back_duly,furniture_equipment,959,32,1,1,fem,none,2,car_or_other,29,none,rent,1,skilled,1,0,0,2,B,Bad
352,0,18,critical,car_used,3229,0,0,2,male,none,4,unknown_or_none,38,none,rent,1,skilled,1,1,1,1,B,Good
353,-107,12,paid_back_duly,radio_tv,6199,41,3,4,male,none,2,life_insurance,28,none,own/free,2,skilled,1,1,1,2,B,Bad
354,1,10,paid_back_duly,education,727,650,11,4,male,none,4,unknown_or_none,46,none,own/free,1,skilled,1,1,1,1,C,Good
355,61,24,paid_back_duly,car_new,1246,61,0,4,male,none,2,real_estate,23,stores,rent,1,unskilled,1,0,1,2,B,Bad
356,0,12,critical,radio_tv,2331,0,16,1,male,co-app,4,real_estate,49,none,rent,1,skilled,1,1,1,1,C,Good
357,0,36,delayed_pay,radio_tv,4463,33,2,4,male,none,2,car_or_other,26,none,rent,2,skilled,1,1,1,2,B,Bad
358,1,12,paid_back_duly,radio_tv,776,59,1,4,male,none,2,real_estate,28,none,rent,1,skilled,1,0,1,1,B,Good
359,-100,30,paid_back_duly,furniture_equipment,2406,28,6,4,fem,none,4,real_estate,23,none,own/free,1,skilled,1,0,1,2,B,Bad
360,75,18,paid_back_duly,education,1239,0,1,4,male,none,4,unknown_or_none,61,none,own/free,1,skilled,1,0,1,1,C,Good
361,439,12,paid_back_duly,radio_tv,3399,0,14,2,male,none,3,car_or_other,37,none,rent,1,skilled,1,0,1,1,A,Good
362,535,12,delayed_pay,car_new,2247,54,3,2,fem,none,2,car_or_other,36,stores,rent,2,skilled,1,1,1,1,A,Good
363,0,6,paid_back_duly,furniture_equipment,1766,62,1,1,male,none,2,life_insurance,21,none,own/free,1,skilled,1,0,1,1,B,Good
364,-99,18,paid_back_duly,furniture_equipment,2473,37,0,4,male,none,1,car_or_other,25,none,rent,1,unskilled,1,0,1,2,B,Bad
365,1,12,paid_back_duly,business,1542,43,4,2,male,none,4,car_or_other,36,none,rent,1,skilled,1,1,1,1,B,Good
366,1,18,critical,car_used,3850,55,6,3,male,none,1,car_or_other,27,none,rent,2,skilled,1,0,1,1,B,Good
367,-125,18,paid_back_duly,furniture_equipment,3650,33,0,1,fem,none,4,car_or_other,22,none,own/free,1,skilled,1,0,1,1,B,Good
368,-112,36,paid_back_duly,furniture_equipment,3446,20,15,4,male,none,2,car_or_other,42,none,rent,1,skilled,2,0,1,2,C,Bad
369,60,18,paid_back_duly,furniture_equipment,3001,53,7,2,fem,none,4,real_estate,40,none,own/free,1,skilled,1,0,1,1,C,Good
370,0,36,paid_back_duly,car_new,3079,0,3,4,male,none,4,real_estate,36,none,rent,1,skilled,1,0,1,1,B,Good
371,1,18,critical,radio_tv,6070,57,8,3,male,none,4,car_or_other,33,none,rent,2,skilled,1,1,1,1,C,Good
372,0,10,critical,furniture_equipment,2146,57,0,1,fem,none,3,real_estate,23,none,own/free,2,skilled,1,0,1,1,B,Good
373,0,60,critical,car_new,13756,0,9,2,male,none,4,unknown_or_none,63,bank,own/free,1,skilled,1,1,1,1,C,Good
374,108,60,paid_back_duly,others,14782,212,9,3,fem,none,4,unknown_or_none,60,bank,own/free,2,skilled,1,1,1,2,C,Bad
375,-95,48,paid_back_duly,business,7685,40,5,2,fem,guarantor,4,car_or_other,37,none,own/free,1,skilled,1,0,1,2,B,Bad
376,0,18,delayed_pay,radio_tv,2320,23,0,2,male,none,3,real_estate,34,none,rent,2,skilled,1,0,1,1,B,Good
377,0,7,delayed_pay,radio_tv,846,0,11,3,male,none,4,unknown_or_none,36,none,own/free,1,skilled,1,0,1,1,C,Good
378,69,36,paid_back_duly,car_new,14318,21,9,4,male,none,2,unknown_or_none,57,none,own/free,1,skilled,1,1,1,2,C,Bad
379,0,6,critical,car_new,362,275,1,4,fem,none,4,car_or_other,52,none,rent,2,unskilled,1,0,1,1,B,Good
380,-107,20,paid_back_duly,furniture_equipment,2212,0,5,4,male,none,4,car_or_other,39,none,rent,1,skilled,1,1,1,1,B,Good
381,85,18,paid_back_duly,car_used,12976,45,0,3,fem,none,4,unknown_or_none,38,none,own/free,1,skilled,1,1,1,2,B,Bad
382,0,22,paid_back_duly,car_new,1283,0,6,4,fem,none,4,life_insurance,25,none,own/free,1,skilled,1,0,1,1,B,Good
383,420,12,paid_back_duly,car_new,1330,43,0,4,male,none,1,real_estate,26,none,rent,1,skilled,1,0,1,1,A,Good
384,0,30,delayed_pay,business,4272,292,2,2,male,none,2,life_insurance,26,none,rent,2,unskilled,1,0,1,1,B,Good
385,0,18,critical,radio_tv,2238,44,2,2,fem,none,1,car_or_other,25,none,rent,2,skilled,1,0,1,1,B,Good
386,0,18,paid_back_duly,radio_tv,1126,0,0,4,fem,none,2,real_estate,21,none,own/free,1,skilled,1,1,1,1,B,Good
387,70,18,critical,furniture_equipment,7374,48,0,4,male,none,4,life_insurance,40,stores,rent,2,skilled,1,1,1,1,B,Good
388,86,15,critical,business,2326,712,1,2,male,none,4,car_or_other,27,bank,rent,1,skilled,1,0,1,1,B,Good
389,0,9,paid_back_duly,business,1449,62,5,3,fem,none,2,car_or_other,27,none,rent,2,skilled,1,0,1,1,B,Good
390,0,18,paid_back_duly,car_new,1820,59,2,2,male,none,2,life_insurance,30,none,rent,1,skilled,1,1,1,1,B,Good
391,89,12,paid_back_duly,furniture_equipment,983,7409,0,1,fem,none,4,real_estate,19,none,own/free,1,unskilled,1,0,1,1,D,Good
392,-84,36,paid_back_duly,car_new,3249,48,7,2,male,none,4,unknown_or_none,39,bank,own/free,1,skilled,2,1,1,1,C,Good
393,-91,6,critical,radio_tv,1957,59,5,1,fem,none,4,car_or_other,31,none,rent,1,skilled,1,0,1,1,B,Good
394,0,9,critical,furniture_equipment,2406,38,0,2,male,none,3,car_or_other,31,none,rent,1,skilled,1,0,1,1,B,Good
395,79,39,delayed_pay,education,11760,278,6,2,male,none,3,unknown_or_none,32,none,own/free,1,skilled,1,1,1,1,B,Good
396,-74,12,paid_back_duly,furniture_equipment,2578,61,0,3,fem,none,4,unknown_or_none,55,none,own/free,1,skilled,1,0,1,1,B,Good
397,-83,36,critical,furniture_equipment,2348,57,2,3,male,none,2,life_insurance,46,none,rent,2,skilled,1,1,1,1,B,Good
398,122,12,paid_back_duly,car_new,1223,35,13,1,male,none,1,real_estate,46,none,own/free,2,skilled,1,0,1,2,C,Bad
399,0,24,critical,radio_tv,1516,5094,1,4,fem,none,1,real_estate,43,none,rent,2,unskilled,1,0,1,1,D,Good
400,0,18,paid_back_duly,radio_tv,1473,67,0,3,male,none,4,real_estate,39,none,rent,1,skilled,1,1,1,1,B,Good
401,77,18,critical,business,1887,0,1,4,male,none,4,real_estate,28,bank,rent,2,skilled,1,0,1,1,B,Good
402,0,24,delayed_pay,business,8648,28,0,2,male,none,2,car_or_other,27,bank,rent,2,skilled,1,1,1,2,B,Bad
403,0,14,delayed_pay,car_new,802,68,1,4,male,none,2,car_or_other,27,none,rent,2,unskilled,1,0,1,1,B,Good
404,65,18,delayed_pay,car_new,2899,0,11,4,male,none,4,car_or_other,43,none,rent,1,skilled,2,0,1,1,C,Good
405,54,24,paid_back_duly,radio_tv,2039,96,0,1,male,none,1,life_insurance,22,none,rent,1,skilled,1,1,1,2,B,Bad
406,0,24,critical,car_used,2197,0,6,4,male,none,4,car_or_other,43,none,rent,2,skilled,2,1,1,1,C,Good
407,-90,15,paid_back_duly,radio_tv,1053,61,0,4,male,none,2,real_estate,27,none,rent,1,skilled,1,0,0,1,B,Good
408,0,24,paid_back_duly,radio_tv,3235,742,13,3,male,none,2,car_or_other,26,none,rent,1,skilled,1,1,1,1,C,Good
409,554,12,critical,car_new,939,681,5,4,male,none,2,real_estate,28,none,rent,3,skilled,1,1,1,2,A,Bad
410,105,24,paid_back_duly,radio_tv,1967,42,11,4,fem,none,4,car_or_other,20,none,rent,1,skilled,1,1,1,1,B,Good
411,0,33,critical,car_used,7253,53,5,3,male,none,2,car_or_other,35,none,rent,2,skilled,1,1,1,1,B,Good
412,1,12,critical,business,2292,41,0,4,male,none,2,car_or_other,42,stores,rent,2,skilled,1,1,1,2,B,Bad
413,0,10,paid_back_duly,car_new,1597,831,3,3,male,none,2,unknown_or_none,40,none,own/free,1,unskilled,2,0,0,1,B,Good
414,-89,24,paid_back_duly,car_new,1381,0,3,4,fem,none,2,life_insurance,35,none,rent,1,skilled,1,0,1,2,B,Bad
